067976402X,0.721767,0.000000,-0.316947,0.921894,-0.496349,1.000000,0.000000,0.000000,-0.158932,1.000000,0.000000,0.000000,-0.884362,0.021004,0.000000,0.023933,0.000000,0.000000,0.837282,1.000000,0.913624,-0.622547,0.000000,0.000000,0.000000,0.000000,0.000000,-0.991831,1.000000,0.000000,-0.549263,0.000000,0.069356,0.897941,-0.139749,0.000000,0.000000,0.000000,0.863661,0.471330,0.999760,0.000000,-0.754182,-0.316633,0.000000,-0.979749,0.000000,0.883822,-0.753250,0.000000,0.000000,0.415569,0.267453,0.943993,0.000000,0.915090,-0.505925,-1.000000,0.489946,0.040334,0.849476,-0.902342,-0.900222,-0.571975,0.998378,-0.112502,0.330879,0.948277,0.355841,-0.544163,0.000000,0.107384,0.713535,0.000000,0.000000,0.000000,1.000000,0.710130,1.000000,0.000000,0.000000,0.017911,0.000000,0.999760,0.000000,-0.634739,0.772603,0.000000,0.000000,0.000000,-0.561771,0.000000,0.000000,0.932444,0.677760,0.000000,-0.948387,-0.409526,0.728355,-0.272213,0.000000,1.000000,0.000000,-0.273839,-0.750007,1.000000,0.033203,0.000000,0.000000,0.000000,-0.006408,0.000000
068484267X,0.000000,0.000000,0.000000,0.000000,-0.145114,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.145114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.796802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
068484477X,-0.455946,0.702638,0.000000,-0.906183,0.927136,0.000000,-0.392728,-0.364244,-0.649144,0.000000,0.000000,1.000000,0.984904,-0.412668,0.536514,0.000000,0.000000,0.000000,-0.716462,0.000000,-0.761690,0.738006,0.000000,0.880361,0.479630,-0.729791,0.000000,0.835037,0.000000,0.000000,0.419218,0.563357,0.000000,0.000000,0.969162,-0.539717,0.582927,0.000000,-0.938251,0.000000,-0.890772,0.997747,0.306078,0.000000,0.928162,0.648789,-0.996953,0.000000,0.000000,0.000000,-0.873616,0.000000,-0.590442,-0.873616,-0.763128,-0.892542,0.000000,0.000000,-1.000000,-0.475153,0.000000,1.000000,0.821157,1.000000,0.000000,0.000000,-0.015867,0.000000,0.000000,0.247282,0.000000,-0.219944,-1.000000,-0.063610,0.435500,0.000000,-0.908876,-0.878335,-0.915750,0.000000,0.000000,0.000000,0.000000,-0.974260,0.000000,1.000000,-0.588882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.998505,0.805707,0.000000,-0.486662,-0.921426,-0.591937,-0.034125,0.939999,-0.907791,0.000000,0.000000,0.998776,0.000000,-0.483744,-0.860478,-0.483761,0.000000,-0.589568,0.471002
080410526X,-0.724878,0.267924,0.858698,0.000000,0.556720,0.000000,0.000000,0.000000,0.060865,-0.884362,0.000000,0.984904,1.000000,-0.700957,0.000000,-0.972788,0.827678,0.000000,-0.429095,0.000000,-0.553348,0.000000,0.000000,-0.408924,0.000000,-0.700164,0.000000,0.992396,-0.809517,0.000000,0.328676,0.000000,0.397635,-0.794415,0.115980,0.000000,0.000000,0.000000,0.000000,-0.542796,-0.965816,0.000000,0.000000,0.000000,0.998318,0.000000,0.000000,0.000000,0.972022,-0.435952,0.000000,0.000000,-0.593089,0.000000,0.000000,-0.763178,0.530728,0.512996,-0.593089,-0.467352,0.000000,0.862304,0.000000,0.000000,0.000000,-0.017905,0.000000,0.000000,0.000000,0.540379,0.000000,-0.746092,-0.931432,0.000000,0.000000,0.000000,-0.809517,0.000000,-0.789235,0.000000,0.000000,0.000000,0.000000,0.000000,0.299494,0.000000,0.000000,0.000000,0.000000,0.000000,0.385511,-0.285828,0.000000,0.000000,0.000000,0.000000,0.000000,0.041484,0.000000,0.000000,1.000000,-0.809517,0.000000,0.000000,0.868104,-0.965789,0.000000,0.000000,0.000000,0.000000,-0.763726,0.852171
1400031354,0.379724,-0.953648,0.000000,0.000000,-0.468539,0.000000,0.000000,0.000000,0.000000,0.021004,0.000000,-0.412668,-0.700957,1.000000,0.920737,0.958519,-0.179915,0.969065,0.000000,0.000000,-0.340834,-0.838794,0.000000,0.937509,0.000000,0.418155,0.000000,-0.492089,0.689969,-0.042211,-0.481622,0.000000,0.000000,0.000000,-0.983380,0.571308,0.000000,0.000000,0.642915,-0.018497,-0.277381,-0.013156,0.567982,-0.961496,-0.782700,0.000000,0.882078,0.000000,0.000000,-0.336278,0.934517,-0.026127,0.650711,0.412727,0.000000,0.739777,0.000000,0.000000,0.000000,0.488884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.584888,0.000000,0.693406,1.000000,0.859140,0.000000,-0.887984,0.406113,0.718831,0.161277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.475090,0.701379,0.093450,0.000000,0.000000,-0.732360,0.000000,0.685996,0.000000,-0.356172,0.000000,-0.853511,-0.182551,-0.993623,-0.034797,-0.931351,0.992192,-0.480339,-0.096068,0.000000,-0.863719,0.676978,-0.089369,0.000000,0.000000,0.000000,-0.972470
1400034779,-0.766319,0.691244,0.000000,0.000000,-0.284634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.536514,0.000000,0.920737,1.000000,0.000000,0.000000,0.792609,0.000000,0.000000,-0.784349,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.965527,0.000000,-0.601386,-0.372642,0.000000,0.000000,0.000000,0.000000,0.604509,0.000000,0.000000,0.769919,-0.020032,-0.634250,0.000000,0.000000,-0.992212,-0.829521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.358055,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.390081,0.000000,0.103668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.868452,0.000000,0.000000,0.000000,0.893483,0.000000,0.000000,0.000000,1.000000,-0.877871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.475090,0.000000,0.000000,0.000000,1.000000,-0.514496,0.000000,0.220444,0.000000,-0.351970,0.284879,-0.816659,0.000000,-0.993623,0.000000,0.000000,0.000000,0.000000,-0.125147,0.000000,0.000000,0.648466,-0.559855,0.000000,0.000000,0.000000,0.000000
140067477,-0.279526,-0.483858,-0.171806,1.000000,-0.709758,-0.301892,0.000000,0.000000,0.728746,0.023933,0.000000,0.000000,-0.972788,0.958519,0.000000,1.000000,-0.627109,0.000000,0.000000,0.000000,0.000000,-0.367618,0.000000,-0.887571,0.000000,0.000000,0.000000,-0.852683,0.831186,0.000000,-0.654304,0.997463,1.000000,0.500079,0.040283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301715,-0.999969,0.000000,0.000000,0.000000,-0.983487,0.252637,0.000000,0.000000,0.000000,0.824351,0.000000,0.000000,0.711051,1.000000,0.565554,0.826479,1.000000,0.000000,0.083045,0.000000,0.000000,0.000000,0.689565,-0.923031,0.000000,0.000000,-0.897095,0.000000,1.000000,0.558491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.221240,0.000000,0.000000,0.080806,0.000000,0.397186,0.000000,0.000000,0.000000,-0.706866,0.783767,0.000000,0.000000,0.000000,0.000000,0.000000,0.978485,0.399334,-0.884266,-0.971645,0.000000,-0.709758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.652158
140298479,0.356205,0.000000,0.000000,0.000000,0.648105,0.000000,-0.762561,0.000000,-0.990403,0.000000,0.000000,0.000000,0.827678,-0.179915,0.000000,-0.627109,1.000000,0.000000,0.000000,0.000000,0.000000,0.910292,0.000000,0.173679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.627109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.793748,0.997651,0.000000,0.000000,0.000000,-0.865894,0.000000,0.000000,-0.956805,0.000000,0.000000,0.000000,-0.627109,0.000000,-0.956805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.256375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.335395
142001740,0.000000,0.799813,0.000000,0.000000,-0.942361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.969065,0.792609,0.000000,0.000000,1.000000,0.000000,0.000000,-0.887495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997904,0.716275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999667,-0.965011,0.000000,0.000000,0.000000,-0.862384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.884155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422481,0.000000,0.000000,0.000000,0.348332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300578,0.153517,0.000000,0.000000,0.422864,-0.700035,0.000000,0.000000,0.000000,0.000000,0.153517,0.000000,-0.208213,-0.593251,0.000000,0.000000,0.000000,0.000000,0.000000
1558744150,0.000000,0.000000,0.000000,0.000000,-0.711093,0.104883,0.000000,0.439063,0.032358,0.837282,0.000000,-0.716462,-0.429095,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.196641,0.000000,0.000000,-0.923107,-0.980962,0.000000,0.980768,-0.318508,0.915306,0.000000,-0.545614,-0.005350,0.308581,0.000000,0.000000,0.000000,0.041603,0.000000,0.000000,0.000000,0.850695,0.000000,-0.382782,0.037790,-0.955450,-0.989757,0.742642,0.000000,0.000000,0.000000,0.989962,-0.993102,0.654364,0.000000,0.000000,0.000000,0.387190,0.000000,0.839961,0.387190,0.000000,-0.547443,-0.860027,-0.379230,0.000000,0.000000,-0.065819,0.000000,0.905284,-0.609443,0.000000,0.443077,0.000000,0.000000,-0.352404,0.000000,0.085405,0.074429,0.915306,0.000000,0.000000,0.419742,0.000000,0.989412,0.000000,0.000000,0.520931,0.000000,0.742642,0.742642,-0.765675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043402,-0.722251,0.346197,-0.466476,0.000000,-0.998857,0.000000,0.439063,0.989412,0.000000,0.000000,0.823121,0.000000
156027321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.849276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.065987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.931501,0.000000,0.000000,0.000000,0.129981,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.688043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.849276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.946110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.726044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.033471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
312195516,-0.925619,-0.357221,0.000000,0.056759,0.000000,0.000000,0.774546,0.000000,0.000000,0.913624,0.000000,-0.761690,-0.553348,-0.340834,-0.784349,0.000000,0.000000,-0.887495,-0.196641,0.849276,1.000000,0.239294,0.000000,0.000000,0.000000,0.000000,0.000000,0.545832,0.382685,-0.666401,0.292823,0.368236,-0.723006,0.654799,-0.999189,0.000000,0.000000,0.000000,-0.605427,-0.664063,-0.763563,0.902134,-0.461604,-0.349887,0.210429,-0.211571,0.000000,0.000000,0.000000,0.000000,0.000000,-0.266604,0.155505,0.433205,0.000000,0.000000,-0.037247,0.000000,0.000000,0.000000,1.000000,-0.976496,-0.951217,-0.100351,0.000000,0.000000,0.000000,0.000000,0.000000,0.915857,0.000000,-0.997944,-0.969401,-0.239409,-0.143076,0.000000,0.892034,-0.255535,0.043609,0.000000,0.000000,1.000000,0.000000,0.000000,0.460983,-0.654820,-0.590418,0.000000,0.000000,0.000000,-0.917658,0.000000,-0.987300,0.124052,0.125599,0.000000,-0.004296,-0.931041,0.494500,-0.230397,0.374684,-0.173974,0.000000,-0.050570,0.000000,0.791450,0.000000,0.815622,-0.263871,0.037412,-0.163791,-0.033182
312278586,0.073456,0.000000,0.939550,0.711294,0.730430,0.000000,0.000000,0.000000,-0.864021,-0.622547,0.000000,0.738006,0.000000,-0.838794,0.000000,-0.367618,0.910292,0.000000,0.000000,0.000000,0.239294,1.000000,0.000000,0.000000,0.000000,-0.190001,0.000000,0.780817,0.000000,0.141855,0.873355,0.000000,0.105660,-0.937430,0.091966,0.000000,0.000000,0.000000,-0.739152,-0.489885,-0.927634,0.827944,0.985024,0.910521,0.000000,0.477475,-0.788397,0.000000,0.000000,0.000000,0.000000,0.000000,-0.668053,0.000000,0.000000,-0.999990,-0.367618,0.000000,-0.750619,0.000000,0.000000,0.000000,0.000000,0.561822,0.000000,0.000000,0.000000,0.000000,0.000000,0.328062,0.000000,-0.189325,-0.838270,0.962225,0.000000,0.000000,-0.544675,0.000000,-0.838270,0.000000,0.000000,-0.486468,0.000000,0.000000,1.000000,0.000000,-0.976389,0.000000,0.000000,0.000000,0.985024,-0.724878,0.000000,0.895970,-0.900180,0.000000,0.000000,-0.879185,1.000000,-0.578708,0.930852,-0.788397,0.880833,-0.933200,0.000000,0.000000,0.168465,0.000000,0.000000,0.000000,-0.988754,-0.084681
